1000, 0.00408, 0.05
2000, 0.00413, 0.05
3000, 0.00392, 0.05
4000, 0.00376, 0.05
5000, 0.00380, 0.05
6000, 0.00379, 0.05
7000, 0.00369, 0.05
8000, 0.00290, 0.02
9000, 0.00275, 0.02
10000, 0.00268, 0.02
11000, 0.00266, 0.02
12000, 0.00257, 0.02
13000, 0.00252, 0.02
14000, 0.00245, 0.02
15000, 0.00248, 0.02
16000, 0.00249, 0.02
17000, 0.00249, 0.02
18000, 0.00249, 0.02
19000, 0.00249, 0.02
20000, 0.00241, 0.02
21000, 0.00238, 0.02
22000, 0.00239, 0.02
23000, 0.00240, 0.02
24000, 0.00235, 0.02
25000, 0.00234, 0.02
26000, 0.00233, 0.02
27000, 0.00228, 0.02
28000, 0.00223, 0.02
29000, 0.00232, 0.02
30000, 0.00230, 0.02
31000, 0.00205, 0.002
32000, 0.00198, 0.002
33000, 0.00197, 0.002
34000, 0.00196, 0.002
35000, 0.00194, 0.002
36000, 0.00199, 0.002
37000, 0.00189, 0.002
38000, 0.00185, 0.002
39000, 0.00191, 0.002
40000, 0.00196, 0.002
41000, 0.00187, 0.002
42000, 0.00186, 0.002
43000, 0.00189, 0.002
44000, 0.00186, 0.002
45000, 0.00184, 0.002
46000, 0.00185, 0.002
47000, 0.00184, 0.002
48000, 0.00186, 0.002
49000, 0.00189, 0.002
50000, 0.00190, 0.002
51000, 0.00185, 0.002
52000, 0.00183, 0.002
53000, 0.00182, 0.002
54000, 0.00184, 0.002
55000, 0.00180, 0.002
56000, 0.00188, 0.002
57000, 0.00186, 0.002
58000, 0.00182, 0.002
59000, 0.00187, 0.002
60000, 0.00179, 0.002
61000, 0.00181, 0.002
62000, 0.00182, 0.002
63000, 0.00181, 0.002
64000, 0.00185, 0.002
65000, 0.00180, 0.002
66000, 0.00180, 0.002
67000, 0.00177, 0.002
68000, 0.00180, 0.002
69000, 0.00183, 0.002
70000, 0.00181, 0.002
71000, 0.00180, 0.002
72000, 0.00182, 0.002
73000, 0.00176, 0.002
74000, 0.00180, 0.002
75000, 0.00181, 0.002
76000, 0.00177, 0.002
77000, 0.00181, 0.002
78000, 0.00184, 0.002
79000, 0.00182, 0.002
80000, 0.00175, 0.002
81000, 0.00181, 0.002
82000, 0.00179, 0.002
